,price,predict_price,residuals
457,3900000,4220297.859776744,-320297.8597767437
458,6300000,4893703.097583272,1406296.9024167284
459,5300000,5811124.857747321,-511124.857747321
460,2000000,1800462.4333814206,199537.56661857944
461,1950000,1959520.145176867,-9520.145176867023
462,1690000,2496451.0734823653,-806451.0734823653
463,6190000,5007567.338320388,1182432.6616796115
464,3450000,3826077.6884928895,-376077.6884928895
465,3500000,5335777.759994828,-1835777.7599948281
466,2900000,3211950.4407194788,-311950.44071947876
467,5190000,4688032.48413037,501967.51586962957
468,5200000,3521076.646003537,1678923.3539964631
469,4100000,5872083.15758383,-1772083.15758383
470,1100000,945624.3734435206,154375.62655647937
471,4690000,4432368.270822728,257631.72917727195
472,6100000,5441135.968132763,658864.0318672368
473,1690000,1903542.2916013831,-213542.29160138313
474,5690000,5943544.330757943,-253544.33075794298
475,1270000,1214900.7499984154,55099.250001584645
476,2350000,1996359.4970530644,353640.5029469356
477,4100000,5190776.232594868,-1090776.2325948682
478,1690000,1556378.8081383882,133621.1918616118
479,1900000,2454477.0927486597,-554477.0927486597
480,8000000,5909487.642007428,2090512.3579925718
481,1550000,782992.6235739216,767007.3764260784
482,8000000,4674789.950822876,3325210.049177124
483,4600000,5930939.349858702,-1330939.3498587022
484,6800000,7063962.383392016,-263962.3833920164
485,3500000,3986508.429539006,-486508.4295390062
486,7202870,6494835.365048225,708034.634951775
487,2690000,2721935.055839952,-31935.05583995208
488,5000000,5321148.001230558,-321148.0012305584
489,5300000,6851941.023108897,-1551941.0231088968
490,4890000,4889999.999947508,5.2492134273052216e-05
491,6450000,6633740.64313048,-183740.6431304803
492,1650000,1018334.9123657304,631665.0876342696
493,2000000,3318210.530745144,-1318210.530745144
494,9500000,8731053.418256782,768946.581743218
495,5000000,5707746.524652041,-707746.5246520406
496,6800000,5007094.877744587,1792905.1222554129
497,6280000,6153425.696455178,126574.30354482215
498,3600000,5644216.309167142,-2044216.309167142
499,7390000,6142582.226244819,1247417.7737551806
500,6900000,7183592.09105249,-283592.0910524903
501,1860000,1225195.617537357,634804.3824626431
502,2990000,2557161.420304111,432838.5796958888
503,6500000,8289496.2537628235,-1789496.2537628235
504,2650000,3130779.5015450185,-480779.5015450185
505,1650000,2569465.169597813,-919465.1695978129
506,2990000,3056583.3871623753,-66583.38716237526
507,7200000,6210455.026147283,989544.9738527173
508,2290000,2193071.8573074453,96928.14269255474
509,1850000,1471740.0122551941,378259.98774480587
510,4500000,4044662.121518786,455337.87848121393
511,5690000,5087827.959366879,602172.0406331206
512,8900000,6254100.663355517,2645899.336644483
513,4200000,5190331.080396201,-990331.0803962015
514,2550000,2684328.401501933,-134328.4015019331
515,3990000,6909763.174966524,-2919763.1749665244
516,2100000,3106822.7893437045,-1006822.7893437045
517,7900000,6152381.399922871,1747618.600077129
518,4500000,6346699.3435244085,-1846699.3435244085
519,8500000,6089861.309995814,2410138.690004186
520,5150000,4791484.708392304,358515.29160769563
521,2550000,2378235.464100346,171764.53589965403
522,2250000,3119235.8383004693,-869235.8383004693
523,4200000,5029535.181248434,-829535.1812484339
524,1850000,3308298.998754303,-1458298.998754303
525,1300000,964651.3475874285,335348.6524125715
526,2750000,4240743.185548195,-1490743.1855481947
527,2350000,2015050.878972509,334949.12102749106
528,3980000,4065707.3662495017,-85707.3662495017
529,1300000,976012.0076237642,323987.9923762358
530,6700000,7205890.970996353,-505890.97099635284
531,4300000,4376807.582097775,-76807.5820977753
532,7700000,5270182.009472663,2429817.9905273374
533,1890000,1354068.5032946942,535931.4967053058
534,2200000,2845501.634889529,-645501.6348895291
535,1350000,1550879.176626063,-200879.17662606295
536,1850000,3276061.186423666,-1426061.1864236658
537,2900000,2977232.261312953,-77232.2613129532
538,2300000,2113832.2176497057,186167.7823502943
539,7000000,6211463.5744543625,788536.4255456375
540,2650000,2522294.7247635964,127705.27523640357
541,1950000,2778469.4048139052,-828469.4048139052
542,8500000,6887994.931783781,1612005.0682162186
543,2500000,1615812.3168884818,884187.6831115182
544,2300000,3260925.658916101,-960925.6589161009
545,2850000,4008257.298439933,-1158257.298439933
546,5000000,4632322.3476351835,367677.6523648165
547,2610000,2529455.313160398,80544.68683960196
548,2990000,2806227.972036712,183772.02796328813
549,1890000,1835985.2992641395,54014.700735860504
550,4900000,4817292.055577595,82707.94442240521
551,1590000,1220661.9874072503,369338.01259274967
552,2190000,2617345.4781071907,-427345.4781071907
553,7690000,5603142.258815118,2086857.741184882
554,3890000,4611156.396419276,-721156.3964192756
555,4550000,6744183.878447688,-2194183.878447688
556,3800000,3993774.454481964,-193774.454481964
557,3000000,2938121.603202342,61878.396797657944
558,5290000,5686935.246325597,-396935.24632559717
559,3700000,3893436.406819583,-193436.40681958292
