,price,predict_price,residuals
480,8000000,5909472.420857414,2090527.5791425863
481,1550000,782981.7123838421,767018.2876161579
482,8000000,4674753.848963053,3325246.151036947
483,4600000,5930937.017052221,-1330937.017052221
484,6800000,7063958.240265126,-263958.24026512634
485,3500000,3986517.629764595,-486517.62976459507
486,7202870,6494840.325916595,708029.6740834052
487,2690000,2721960.04248209,-31960.042482090183
488,5000000,5321135.713297229,-321135.71329722926
489,5300000,6851906.316840281,-1551906.3168402808
490,4890000,4890004.505732744,-4.505732744000852
491,6450000,6633738.561175003,-183738.56117500272
492,1650000,1018345.7605269393,631654.2394730607
493,2000000,3318223.6573799606,-1318223.6573799606
494,9500000,8731045.580026183,768954.4199738167
495,5000000,5707750.528440489,-707750.5284404894
496,6800000,5007104.94175256,1792895.0582474396
497,6280000,6153425.272123816,126574.72787618358
498,3600000,5644204.889685426,-2044204.889685426
499,7390000,6142574.970454463,1247425.0295455372
500,6900000,7183588.356944579,-283588.3569445787
501,1860000,1225190.2459307658,634809.7540692342
502,2990000,2557160.235991072,432839.7640089281
503,6500000,8289464.432234381,-1789464.4322343813
504,2650000,3130786.7210307373,-480786.7210307373
505,1650000,2569461.1714624483,-919461.1714624483
506,2990000,3056573.2539954875,-66573.25399548747
507,7200000,6210435.387156264,989564.6128437361
508,2290000,2193059.409369967,96940.59063003305
509,1850000,1471742.5674976641,378257.43250233587
510,4500000,4044664.630739265,455335.3692607349
511,5690000,5087823.7128272485,602176.2871727515
512,8900000,6254087.468540541,2645912.531459459
513,4200000,5190320.8544949135,-990320.8544949135
514,2550000,2684327.581651449,-134327.5816514492
515,3990000,6909726.9821244655,-2919726.9821244655
516,2100000,3106819.2832924835,-1006819.2832924835
517,7900000,6152389.688025109,1747610.3119748915
518,4500000,6346690.116962268,-1846690.116962268
519,8500000,6089877.794129814,2410122.205870186
520,5150000,4791488.411313633,358511.58868636657
521,2550000,2378236.2694426095,171763.7305573905
522,2250000,3119230.6095757913,-869230.6095757913
523,4200000,5029531.303498177,-829531.3034981769
524,1850000,3308319.545941187,-1458319.545941187
525,1300000,964651.8900214881,335348.10997851193
526,2750000,4240738.616647879,-1490738.6166478787
527,2350000,2015048.089810471,334951.91018952895
528,3980000,4065713.735725088,-85713.73572508805
529,1300000,976015.338812992,323984.661187008
530,6700000,7205886.49405581,-505886.4940558104
531,4300000,4376797.84385566,-76797.84385566041
532,7700000,5270170.148855026,2429829.851144974
533,1890000,1354085.1712202886,535914.8287797114
534,2200000,2845499.9798007673,-645499.9798007673
535,1350000,1550892.4922945509,-200892.49229455087
536,1850000,3276063.2873719353,-1426063.2873719353
537,2900000,2977263.1094970414,-77263.10949704144
538,2300000,2113823.3131563235,186176.6868436765
539,7000000,6211483.089957013,788516.9100429872
540,2650000,2522293.2027434474,127706.79725655261
541,1950000,2778461.926856799,-828461.926856799
542,8500000,6888022.402411363,1611977.597588637
543,2500000,1615810.3629142903,884189.6370857097
544,2300000,3260920.9487943742,-960920.9487943742
545,2850000,4008234.6461396655,-1158234.6461396655
546,5000000,4632376.973263063,367623.02673693746
547,2610000,2529491.0478566196,80508.95214338042
548,2990000,2806244.0528399227,183755.94716007728
549,1890000,1835975.846142943,54024.15385705698
550,4900000,4817304.823216476,82695.17678352445
551,1590000,1220652.6438335022,369347.3561664978
552,2190000,2617359.800050509,-427359.80005050916
553,7690000,5603143.473654064,2086856.5263459357
